0.1,0.047044
5.5175,1.8392
1.2816,-0.50255
5.5888,1.8584
7.8471,3.2154
14.583,9.9644
13.856,9.3423
4.7291,1.3493
-0.44297,2.7057
-11.03,8.3824
-1.0856,-1.1632
-6.5568,5.1177
-9.0599,4.8644
-15.167,11.431
-12.947,9.2256
-3.1342,0.2365
-1.0905,-0.10209
-13.062,10.551
-15.606,14.163
-14.887,13.147
-5.622,2.5892
0.69406,-1.8398
14.39,11.487
2.647,2.9821
2.7109,1.171
10.54,7.2814
15.482,13.213
13.657,8.8076
4.0515,1.326
0.14126,-1.3592
2.542,1.8615
16.92,12.329
16.147,11.191
6.9578,1.0302
-0.9684,-4.9711
-16.272,15.665
-4.1244,1.392
-0.38244,-1.23
-8.9074,6.1719
-14.815,8.2786
-14.117,9.8078
-4.8886,0.83392
0.6099,0.48131
13.416,9.4378
2.0836,-0.94849
4.1834,0.83622
9.4381,4.2507
15.185,12.264
13.322,10.082
3.3323,1.7051
0.92687,-0.79128
12.244,7.5654
15.518,11.048
15.203,10.733
6.1432,1.8824
-0.96817,0.93613
-15.926,12.299
-3.428,0.74144
-1.5767,0.049897
-13.239,9.0367
-16.227,12.994
-14.44,10.428
-4.5674,1.035
0.39851,-0.10334
10.228,4.9414
0.60364,-0.0052594
5.0884,1.8291
9.5676,4.9055
15.425,12.454
12.876,6.8609
3.0174,0.8787
1.5227,-0.45745
12.267,7.6865
15.733,11.561
14.604,11.421
5.3707,2.9283
-0.90763,1.6441
-15.121,10.851
-2.7624,0.60374
-2.4892,0.56679
-11.437,4.6022
-15.792,12.056
-13.71,9.1079
-3.9214,-1.6279
-0.20428,1.2491
-4.1518,-0.24357
-14.983,9.8727
-15.146,11.871
-6.6364,1.8413
1.1121,2.0358
15.927,14.646
3.5845,0.46194
1.0142,-1.1971
13.45,4.5675
16.22,14.309
14.546,10.256
5.1441,1.4646
-0.5276,3.3033
-12.497,8.5475
-1.5027,3.0937
-5.9083,0.37199
-9.0622,5.5302
-15.181,11.366
-12.941,9.2064
-3.2211,0.067224
-0.98007,0.91342
-12.76,7.4585
-15.646,11.251
-14.952,8.9837
-5.8415,1.9434
0.99819,2.5285
15.53,12.978
3.1122,-0.90401
1.6807,1.1639
13.134,7.779
16.188,13.003
14.166,8.9889
4.3839,2.2308
-0.16843,0.11341
-5.405,2.0453
-0.25234,-1.1607
0.117,-0.25968
0.60613,-0.2988
3.3108,0.70037
5.3503,1.4582
12.815,8.2032
15.68,12.421
9.0604,4.0485
-0.31941,0.20686
-12.622,7.2012
-4.653,0.92093
0.49917,-0.43195
12.14,6.3893
1.6007,0.48431
5.3708,1.6621
8.7456,3.853
15.06,10.1
13.287,9.9567
3.3856,0.94825
0.93502,-0.2966
12.581,7.9412
15.578,11.804
15.187,9.2222
6.2845,1.5821
-1.0809,-1.1268
-15.621,10.759
-3.3446,-1.1946
-1.3253,-0.74272
-13.569,6.0166
-16.294,14.841
-14.519,11.399
-4.7656,1.1019
0.39509,-0.051172
10.096,3.7302
0.60569,1.7732
4.9721,1.0057
9.3229,3.1083
15.337,14.099
12.877,7.9031
3.0815,-0.53458
1.4285,-0.39702
12.445,6.3198
15.503,10.162
14.706,14.929
5.5174,4.1676
-0.81795,0.51401
-14.844,9.1025
-2.8172,-0.88425
-2.2939,0.01006
-11.589,7.8102
-15.653,10.481
-13.751,6.4905
-4.0644,-0.92988
-0.23871,0.38582
-4.8245,1.5873
-14.37,10.782
-14.995,11.12
-6.5248,2.2881
0.95993,-0.33094
15.969,13.365
3.7506,-0.16004
0.8091,0.28422
13.108,8.1922
16.059,12.765
14.686,10.95
5.0891,1.519
-0.45804,-0.13413
-11.439,6.5967
-1.0813,0.029629
-6.4963,2.119
-8.8139,3.9264
-15.159,11.556
-13.046,8.6278
-3.2585,0.52003
-1.2713,0.052423
-12.528,7.3227
-15.697,11.229
-15.079,10.999
-5.856,1.8968
0.88509,-0.54993
15.537,11.885
3.3205,1.6662
1.4272,-0.98869
13.512,8.7564
16.284,13.086
14.439,9.7387
4.5219,0.66071
-0.12176,1.3507
-4.3507,1.1868
-0.66135,0.24441
-5.5819,2.3894
-9.7105,2.0262
-15.482,13.412
-12.694,8.8584
-2.7972,1.5874
-2.0341,2.2019
-11.127,6.5197
-15.276,12.141
-14.66,8.0983
-5.2569,1.8131
0.67282,1.8632
14.188,7.3031
2.3006,-1.8484
3.5517,1.0202
9.6866,7.2162
15.2,12.286
13.344,9.157
3.7196,0.25219
0.53685,0.42085
10.003,4.3308
14.607,10.091
14.997,13.028
6.3522,3.3202
-0.9714,1.0253
-15.835,13.179
-3.5591,1.0184
-1.2083,0.058818
-13.494,12.347
-16.333,13.795
-14.63,9.5465
